,text,prediction
331,طُولُها كِيلُو مِتْرٍ تتهي بِحَوْض كَبِيرٍ تَتَفَرَّع مِنهُ,_
332,كَتَبَ عَلَيها الزوال،,_
333,جاءَت بِهِ كَتَبَ الأَدَبِ عَن مُلُوكُ الحَيْرَة وَعَن,_
334,التاريخ. ولكن عرض أسمائهم هنا وذكر بحوثهم ومؤلفاتهم,_
335,لِلطاقَةِ يُمْكِن لِلإِنْسانِ أَنَّ يَسْتَغِلّها إِلّا أَنَّها مَحْدُودَةٍ,_
336,غَيْرِ أَنَّنا لا نَسْتَطِيع أَنَّ نَتَكَهَّن فِي أَمْرٌ,_
337,عَدِيدَةٍ فِي جَرِيرَة العَرَبِ وَفَى الحَبَشَة وَفَى السحوال,_
338,وَطاقَة الرياح.,_
339,وَحَظْرُ كَآفَة الكُتُبِ الَّتِي تُعارِض حُكْمِهِ وَوَضْعِ مُؤَلِّفِيها .,_
340,الذرات. أَمّا فِي حالَةِ السَوائِل وَالمَوادِّ الصُلْبَةِ حَيْثُ,_
341,خ ص، ب س ش، ص غ ه,_
342,صَدْرِيّ مِن سَعال كانَ اصابني.,_
343,الضابِطِ لرمتك. سَأَلَت راجِح هَل بَلَغَ أَصْحابنا ظ ع ك،ث,_
344,مِن صَمِيمِ هٰذا الاِنْتِماءِ للمجموعه، ذاتِ الرَوافِدِ المتعدده،,_
345,عَلَى أَهَمِّيَّةً المَكانِ وَاِتِّساعه وَكَثافَة سُكّانه وَأَنْعامه عَلَى,_
346,بالفتور، مُنْذُ سَنَة أَلْفَ وَتَسْعَه مائه وَخَمْسَةِ وخمسون،,_
347,لَمِنْطَقَة نَحُدّ لَمِنْطَقَة لِمِنْطَقَةِ نَجِد وَنَجِد هِيَ الَّتِي أَجْمَعِ المُؤَرِّخُونَ أَنَّ,_
348,الدُوَلِ الغَرْبِيَّة اِنْتِشاراً واسعا.,_
349,أَنَّ المَقْصُودَ بِالأَمْكِنَة الَّتِي تَكْثُر فِيها الأَسْوَدِ مِن,_
350,أَنَّها قادَت لَجَنَّبَتْها لِاِخْتِيارِ روايه، وَهِيَ حَياة بِي,_
351,خاصّاً يُقابِل عالَمِ الحَضارَةِ فِي الجزيره، وَهُوَ الَّذِي,_
352,اليابانِ عَلَى الحَضارَةِ الغَرْبِيَّةِ كَتِلْمِيذ لا كزبون. وَشَجَّعَت,_
353,الشَعْبِ اليمني.,_
354,الحالات ؛ فقد تحولت المنظومة التربوية إلى آلة,_
355,العَرَبِيَّةِ وموجدها، عاجِزُونَ عَن التَوْفِيقَ بِن رَأْيِهِم هٰذا,_
356,أَنَّهُ وَلِيَها فِي زَمَنٍ الخَلِيفَة المُعْتَزّ بالله، وَيَبْدُو,_
357,فَكَما أَنَّ هُناكَ أَخْلاق فطريه، كَذٰلِكَ,_
358,فَتَبْتَعِد حِيناً عَن الشَمْسِ وَتَقْتَرِب حِيناً وَتَحْصُل هٰذِهِ,_
359,حَرْقِ الوَقُودِ الاحفوري (الفحم حَجَرَيَّ وَالنَفْطِ وَالغازِ الطبيعي),_
360,فَعَلُوا ذٰلِكَ كَما فِعْلٍ النَصارَى فِي اوروبه فِي,_
361,وَلٰكِن الحَضارَةِ الوَسَطِ تَتَعامَل مَعَ الإِنْسانِ بِجَوانِبه المُخْتَلِفَةِ,_
362,الجاهِلِيّ أَو أَخْبارُ الجاهليه،,_
363,العَقِيدَةِ كَلْماً اِقْتَرَبَت مِن فِكْرَةَ التَوْحِيدِ وَالإِيمان بِالحَياةِ,_
364,مِن,_
365,وَبُعْدَ سِتَّ ساعاتٍ مِن السَفَرِ فِي الصَحْراءِ كانَت,_
366,عَن اِعْتِراضها عَلَى التَسْوِيقِ العَنِيد لِلمُؤَلِّفَيْنِ الشَبابِ أَشْباه,_
367,خِلالَ الأُسْبُوعَيْنِ الماضيين. وَقِبَلَ ثَلاثَةِ أَشْهُرٍ تَوَقَّعَ مُحَلِّلُونَ,_
368,الشَرائِح الأَرْبَعمائَة,_
369,الاِسْتِوائِيَّة الَّذِي ساهَمَ فِي اِرْتِفاع مُعَدَّلاتِ تراكيز غازات,_
370,"فِيها اِسْم ""العرب""، غَيْرِ نَصَّ واحد، هُوَ النَصِّ",_
371,الاِنْدِماجِ الاِجْتِماعِيِّ,_
372,فَمِن كانَ لَهُ مالِ وَلا يُنْفِقه فِي حقوقه،,_
373,هٰذا التَقْسِيم وَما رَواهُ الرُواة مِن أَخْبارُ تِلْكَ,_
374,آخَرِ عِنْدَ وُصُولِنا طُفْنا وَسَعَيْنا مَعَ شيخ. كانَ جارِي فِي,_
375,الزَمَنِ وَ إِذ يُلاحِظ أَنَّ الزِراعَة وَقَفَت عِنْدَ حُدُودِ,_
376,مِن الأَخْبار قَد مَأَنَت لَمَوْت الشِعْرِ الَّذِي قِيلَ,_
377,إِلَى تَقْلِيلِ الأَسْعارِ لِلسِلَعِ,_
378,بِمُتَوَسِّطِ حِسابَيَّ دَرَجَةِ واحده، ثُمَّ المَعْرِفَةِ بِاِسْتِخْدام,_
379,جَزِيرَة العَرَبِ المُطِلَّة عَلَى البَحْرِ الأَحْمَرِ عِنْدَ جُزُرِ,_
380,عطعوط وَهِلال خازِن عَفِيف للحج. بَدَأَت قَوافِلَ الحَجِيج حاجّ أَثْرَ,_
381,كَتَبَ التَفْسِيرَ وَكَتَبَ الحَدِيثُ وَالسَيْر وَالأَخْبار أَوْصاف بِعَضِّ,_
382,الَّتِي تَعُود أَهْل الجاهِلِيَّة,_
383,وَ السُلالَة المِصْرِيَّةِ رَغْمَ أَنَّها تَنْدَرِج مِن حَيْثُ,_
384,"المُسْتَجِدّاتِ وَإِيضاح الخُطَطِ المُسْتَقْبَلِيَّةِ لِلقَصْر مول، وَأَضافَ ""دار",_
385,وَالإِدارِيَّةِ وَغَيْرِها فَإِنَّ الإِدارَةِ المَحَلِّيَّةِ تُمَثِّل الصُورَةِ الواقِعِيَّةِ,_
386,اخري، لَم تَتَضَمَّن بَرامِجِ مُكافَحَةِ التَصَحُّر أَو اِلْتِحاق,_
387,والميثان واوكسيد النتروز عَن مُعَدَّلاتها قِبَلَ الثَوْرَةِ الصِناعِيَّة,_
388,غِنائه عَلَى اللَيالِي المَقْمَرَة يَقْضِيها فِي بادَيْتَهُ يُناجِي,_
389,المالِيَّةِ الحالِيَّةِ وَتَداعِياتها عَلَى الاِقْتِصادِ العالَمِيِّ مِن خِلالَ,_
390,مِن اِخْتِلاف أَيْدِي الكِتابِ فِي رَسْمِ الحُرُوفُ وَنُقِرّها,_
391,النَقْلِ الشَخْصِيَّةِ يُقَدَّر بِحِوالِي,_
392,الَّذِي يَجِئ بُعْدَ سابِقِيهِ فِي هٰذا السياق، يَبْدُو,_
393,ضرورتها.,_
394,الرَئِيسِيَّةِ هِيَ تَقْدِيمِ نَمُوذَجَ ايكولوجي وَتَعْمِيمِ العُلُومِ وَالتِكْنُولُوجِيا,_
395,وَيُمْكِن تَحْدِيدِ مَجْمُوعُهُ مِن العَوامِلُ المُفَسِّرَة لِهٰذا الأَداءِ,_
396,النُصُوصِ وَفِي قِراءَتها وَشَرَحَها وتفسرها، وَلَعَلَّهُ لَم يَكْثُر,_
397,أَخْبارُ الجاهِلِيَّة وَحْدَها فِي أَيّ يَوْمَ مِن أَيّامٍ,_
398,عادَةً قَلَعَ المَبانِي القَدِيمَة لَاِسْتِخْدام أَنْقاضها فِي مَبانٍ,_
399,أَنَّ المَقْصُودَ بِالأَمْكِنَة الَّتِي تَكْثُر فِيها الأَسْوَدِ مِن,_
400,فِي حَفْرِ العُرُوق الَّتِي تَكُون الذهب، وَأَمْثال ذٰلِكَ,_
401,"وَلَعَلَّ ""الطبري"" أَخْذِها مِن رِوايَةٍ لِاِبْنٍ الكلبي، دُونِ",_
402,عَلَى الأَجْزاء الشَمالِيَّةِ وَالجَنُوبِيَّةِ مِن الأَرْضِ وَبِشَكْلٍ خاصٍّ,_
403,كَما اِتَّضَحَ وُجُودِ عَلاقَةَ اِرْتِباطَيْهِ وَمَعْنَوِيّه بَيِّنَ,_
404,وَلٰكِنَّها كانَت تُشَجِّع المُنافَسَةِ الَّتِي قَوْمِ بَيِّنَ الرُؤَساءِ,_
405,السَنابِل,_
406,الَّتِي يَسْتَطِيع الطالِبُ دِراسَتَها وَالتَخَصُّص فِيها,_
407,ليانغ يا ، رئيسة معهد كونفوشيوس بجامعة القاهرة,_
408,الطاقَةِ الحَرارِيَّةِ المَخْزُونَة لَدَيها إِلَى الغِلافِ الخارِجِيِّ لِلأَرْض,_
409,ما أَشْك فيه، لِأَنَّ الَّذِي يَنْعَل أَخْباره مِن,_
410,فِي الفُرَصِ وَيَحِقّ لِلطُلّابِ ذَوِي المُتَطَلَّباتِ التَعْلِيمِيَّةِ الخاصَّةِ,_
411,وَمُحَمَّد بِن نَشْوان بِن سَعِيد الحميري نَفْسه هُوَ,_
412,لِتُقابِل الاِحْتِياجاتِ المَعْرِفِيَّة والمهاريه لِلزَرّاع فِي مَجالاتِ الزِراعَةِ,_
413,أَفْواه شُهُودُ عيان، شَهِدا ما تحدثو عَنهُ وَقَد,_
414,رُوسِيا عَلَى مَتْنِ السَفِينَة يامال إِلَى القُطْبُ الشمالي.,_
415,إِحْدَى نِقاباتِ التُجّارِ الطائِفِيَّةِ تَحْصُل مِن المُقاطَعَةِ أَو,_
416,تَأْخُذ لُبِّ ما وَرَدَّ فِيها مِمّا يَخُصّ التارِيخ,_
417,السَنَةِ الأُولَى الابتدائيه، وَيَنْتَهِي بِمُواجَهَةِ تاجِرَ تَأْشِيراتِ عتيد،,_
418,وَمُخْتَلِف أَشْكالِ العَوَزِ وَالحاجَةُ ؛ كُلُّها مُعْطَياتِ تَدْفَع,_
419,عَلَيهِ طلعته.,_
420,أَنَّكَ ستقول: اهذا نَصَّ حَمِيرِي,_
421,ما رَواهُ المُؤَرِّخُونَ عَن ذٰلِكَ التاريخ، وَأَنَّ ما,_
422,مِن عِمارَة التُرابِ مَوْضُوعِ الساعَة,_
423,لَكَوْكَب الأَرْضِ عَلَى عِدَّةٍ عَوامِلِ أَهَمُّها اِرْتِفاعِ عَدَدٍ,_
424,القُطْبَيْنِ (منطقه بَيْضاءَ ثلجيه) وَهٰذا ما يُتِيح نِسْبَةَ,_
425,كَنَتِيجَةٍ لِزِيادَةِ اِنْبِعاثات غازات الصَوْبَة الخَضْراءِ ،,_
426,فَنَحْنُ أَيْضاً نَسْره بِالقَوْلِ وَنَأْمُر لَهُ بِالجَوائِز وَإِن,_
427,صَنَعَتْهُ وَلا تَنْتَفِع به. فَيَنْبَغِي لِمَن يَطْلُب العِلْمِ,_
428,مِن سَطْحِ الأَرْضِ . كَما وَأَنَّ غازات الاحتبن,_
429,وَالنَحْتِ البارز، وَالزُجاج الملون، وَإِلَى أَيّ حَدٍّ أَثَّرَت,_
430,خ ض، ب س ش، ص غ ه,_
431,اقداح. فَلا يَصِير فِي يَدِهِ عَلَى الوَجْهَيْنِ قَلِيلٍ,_
432,العِلْمِ وَ التِكْنُولُوجِيا حَتَّى يَخْدُمانِ الإِنْسانِ وَ لا,_
433,الواسِعَةِ الفاصِلَةُ بَيِّنَ العِراقِ والشام، أَيّ الياديه المَعْرُوفَةِ,_
434,سجاده: إِن مِن المراوزه إِذا لَبِسُوا الخَفاف فِي,_
435,عَلَى وُجُوهِ الاموال، وَضُرُوب الجبايات، وَيَكُون واصَلَ إِلَيهِ,_
436,التَنْمِيَةِ المَحَلِّيَّةِ,_
437,"بِعَضُّهُم كِذْباً يُخالِف أَبْسَطِ قَواعِدَ المنطق،وما رَمْيِ ""ابن",_
438,إِسْبانِيّا ‐ يَتَّجِه الإِسْبان إِلَى جَعَلَ إِلْزامِيّه التَعْلِيمِ,_
439,إِذ تَسْقُط أَشِعَّة الشَمْسِ بِشَكْلٍ عَمُودَيَّ أَو شِبْهِ,_
440,تَرُدّ شَهادَته وترفض، وَكَما وَرَدَّ فِي الأَمْثال العَرَبِيَّةِ,_
441,ثُمَّ اِنْدَفَعَ شَيْخُ مِنهُم فَقالَ يا قَوْمِ لا,_
442,فِي بِطُنّ الوادِي ، وَفِي وَقْتٍ مِن الأَوْقات,_
443,بَيِّنَ مُؤَشِّراتها : الهَدْر المدرسي، وَعَوْدَةِ المُنْقَطِعَيْنِ عَن,_
444,فَإِذا حانَ وَقْتٍ النَوْم وَضَعَت الحَشِيّات عَلَى الأَرْضِ,_
445,وَبَيْنَما يَمِيل البَعْضُ إِلَى عَدَمِ التَمْيِيزِ ما بَيِّنَ,_
446,الخَزَف أَو الخَشَبِ أَو الجِصّ بُعْدَ أَنَّ أَقَرّاها,_
447,ذاتِ قُدْوَة فِي النَقْدِ وَ التَمَيُّز بَيِّنَ الصَحِيحِ,_
448,المقبوله؟ أَو أَنَّ السُرادِق أُقِيمَ عَلَى حَقْلِ موحل؟,_
449,وَهِيَ غَيْرِ السُلالَة فِي الحَيَواناتِ الأُخْرَى وَالَّتِي جاءَت,_
450,الكَيْفِيَّةِ الَّتِي تَنْتَقِل بِها هٰذِهِ الإِشْعاعات عَبْرَ الأَوْساطُ,_
451,ثَمانِيَةِ أَعْوامٍ فِي حالَةِ الأَشْجارِ القَزَمِيَّة وبعدخمسه عَشَرَ,_
452,وَأَطْرَف مِن ذٰلِكَ أَنَّ الكَلِمَةِ عَرَبِيَّةٍ المبني، وَهِيَ,_
453,ساحِل البَحْرِ الأَحْمَرِ بِالقُرْبِ مِن قَرْيَةِ قوزع الجعافره,_
454,وَالجُسُور اقدامه، يَمُرّ ماءِ العُيُونُ عَلَى كُلِّ دارِ,_
455,وَعَن أُناس زَعَمُوا أَنَّهُم عاشُوا دَهْراً طَوِيلاً قِبَلَ,_
456,"هٰذِهِ الملاخطه الَّتِي تُؤَيِّد رِوايَةٍ ""ابن الكلبي"" المتقدمه‐",_
457,مِن المسجه فِي طَرَفٍ الفَتِيلَة لا يَنْفكَ مِن,_
458,نِقاشٍ مُوسِعٌ وَسَطَ أَجْواءِ وُدِّيَّةٍ حَوْلَ تِلْكَ الخطط،,_
459,الضائِعِ بِكَثِيرٍ,_
460,آخَرِ عِنْدَ وُصُولِنا طُفْنا وَسَعَيْنا مَعَ شيخ. كانَ جارِي فِي,_
461,وَفَعّالٍ . وَكانَت تِلْكَ الفَتْرَةِ ( فَتْرَةٍ الخَمْسِيناتِ,_
462,وَإِخْلاص وذكاء، مِمّا أَكْسِبه ثِقَةِ القياده، وَحُبِّ الناس،,_
463,وَلَعَلَّ أَكْثَرَ تِلْكَ الأَنْظِمَةِ شُيُوعاً هُوَ أَنَّ,_
464,وَطالَما تَحَطَّمَت عَلَيها السُفُنِ المنكوبه، فَتَكُون طَعاماً للبحر،,_
465,جِسْمَ المُجْتَمَعِ مِن الفَسادِ وَالمَرَض كانَ مِن الحَزْمِ,_
466,كَما يَدُلّ عِلْيَةِ اِسْمه الفارِسِيِّ مِن العِراقِ اِسْتَوْرَدَ,_
467,خ ض ب س ش ص غ ه,_
468,بِالأُرَف بِشَكْلٍ كامِلٍ وَنَفْصِلها عَن الفَضاءِ الكنوي,_
469,لِيُصْبِح أَحَدُ أَهَمَّ رُمُوزِ التَنْمِيَةِ فِي البِلادِ وَلَعَلَّهُ,_
470,مَعْلُوماتٍ سَطْحِيَّةٍ,_
471,البَحْرِ فَتَدَفُّق عُيُوناً فِي قاعه، كَالذي نُشاهِده فِي,_
472,الكتاب، تَجِد أَنَّ ما ذَكَرُوهُ عَنها وَعَنهُم يَتَحَدَّث,_
473,البُلْدانِ المُجاوِرَةِ وَلا تَقِف عِنْدَ حُدُودِ دَوْلَةٍ بِعَيْنِها,_
474,مشمس، دراق، غيظ، ناء ،بث ،نسر,_
475,المتصور، هُوَ وَهُم وخطا، فَقَد سَكَن العَرَبِ فِي,_
476,فِي اِسْتِخْدامِ المحروقات. وَقَد قامَ الفَرِيقِ الأَلْمانِيُّ بِتَرْكِيب,_
477,مَوْضِعا تَحْتَ شَجَرَةَ وَسَطَ خُضَره وَعَلَى ماءِ جار.,_
478,فَهُم بِذٰلِكَ يَصْنَعُونَ الحَياةِ بِهُدُوءِ وَيَصُوغُونَها ببطء،,_
479,العِلْمِ بَل تُطِلّ قِيَماً فاضَلَهُ ثابته.,_
480,مِمّا لا فائِدَة مِنهُ بالاساس. وَإِذا كانَ أَعْظَمُ,_
481,ملايين، فِي المُعَدَّلِ المتوسط،,_
482,لتكوين ذره واحدة من الهليوم,_
483,لَهُ أَنَّ يَزِيد حُمُوضَة المِياهِ مِمّا قَد يُؤَثِّر,_
484,"فَإِنَّ ""العيش معا""، كَمَبْدَأ مُمَيَّزٍ اِسْتَطاعَ أَنَّ يَنْبَثِق",_
485,دَقِيقَةً عَن أَنْواعِ الحَيَواناتِ الَّتِي عاشَت فِي جَزِيرَةِ,_
486,"""طيء"" وَلِكَلِمَة ""تازي"" فِي الفارِسِيَّة مَعْنَى ""صحراوي""، مِن",_
487,مِن يَعْتَمِدُونَ عَلَى غيرهم، وَكانَت هَيْئاتِ تَعْمَل صَراحَةً,_
488,تَدْرِيسِ اللُغَةِ الصِينِيَّةِ وَإِعْدادِ مُدَرِّسَيَّ الصِينِيَّةِ مِن المِصْرِيِّينَ,_
489,"الجماعي, وَمِن لا يَمْلِك زَرْعاً يَسْتَطِيع فِي هٰذا",_
490,اخري، وَهٰكَذا تَنَوَّعَت التسميات.,_
491,وَنَتِيجَة لِكَوْنِ هٰذا الغازِ لا يَشْتَعِل وَلا يُساعِد,_
492,المُخْتَلِفَةِ ( غازِ أَو سائِل أَو صُلْبِ ),_
493,شيئا. لا يَخْتَلِف حالِ تَشَه عَن مُعْظَمَ الخِرِّيجِينَ,_
494,مادِّيّاً وَفِكْرِيّا وَثَقافِيّاً وَلٰكِن هَل الحَضارَةِ الوَسَطِ تَتَصارَع,_
495,دَهْر رِجالاً وَلِكُلِّ مَقامِ مَقالٍ . وَقَد أَحْيا بِالسَمّ,_
496,تَعْلِيمِ الجماعات. لِأَنَّ أَبْناءِ الإِشْراف قَلَماً كانُوا يُرْسَلُونَ,_
497,السِياسِيَّة الكَبِيرَةِ ( المَمالِك والامبراطوريات) الَّتِي ظَهَرَت مَعَها,_
498,بَل كانَ الدافِعُ لَهُ رَغْبَةِ القُرّاءِ الشَغُوفَة فِي,_
499,آخَرِ تَتَغَذَّى الكائِنات الحَيَّةِ الحَيَوانِيَّةِ عَلَى النَباتات وَتَسْتَفِيد,_
